Location Name,District,Governorate,Latitude,Longitude,Population,Economic,Social,Number of Families,Date,Origin
Abu Sheta,Makhmur,Erbil,36.110558,43.558101,0.062,0.146,28.2,460,13-Apr-17,Erbil
Kapran,Makhmur,Erbil,36.05915,43.50751,0.045,0.186,16.4,111,13-Apr-17,Erbil
Kabarok,Makhmur,Erbil,35.7833,43.3525,0.038,0,29.6,80,13-Apr-17,Erbil
Khalideya,Makhmur,Erbil,35.8265991,43.37930727,0.03,0,12,159,13-Apr-17,Erbil
Ein Muzan,Makhmur,Erbil,35.8562,43.379,0.021,0,16.4,127,13-Apr-17,Erbil
Ein Abu Hdlan,Makhmur,Erbil,35.8539,43.3925,0.138,0,12,43,13-Apr-17,Erbil
Mahana,Makhmur,Erbil,35.7692,43.364,0.129,0,13.3,92,13-Apr-17,Erbil
Salahya,Makhmur,Erbil,35.8336,43.391,0.126,0.145,28.2,170,13-Apr-17,Erbil
Ein Marmiya,Makhmur,Erbil,35.8268,43.3887,0.112,0,30,60,13-Apr-17,Erbil
Saidawa,Makhmur,Erbil,35.8353,43.3448,0.097,0,12,260,13-Apr-17,Erbil
Godella,Makhmur,Erbil,35.76274985,43.4011446,0.084,0,10.6,15,13-Apr-17,Erbil
Al Haara,Al-Rutba,Anbar,33.038459,40.293291,0.065,0.282,12.1,193,13-Apr-17,Erbil
Gharb Al-Wadi,Al-Rutba,Anbar,33.037021,40.279731,0.461,0,29.6,174,13-Apr-17,Erbil
Hay Al-Matar,Al-Rutba,Anbar,33.039321,40.293434,0.448,0,23.5,47,13-Apr-17,Erbil
Al Husi,Falluja,Anbar,33.279703,43.795607,0.442,0.134,25.5,82,13-Apr-17,Erbil
Al jdawil (qnatir),Falluja,Anbar,33.434659,43.963735,0.468,0.339,23.6,93,13-Apr-17,Erbil
Al Mualmeen,Falluja,Anbar,33.35683,43.78421,0.462,0.184,29.3,482,13-Apr-17,Erbil
Al Shurta,Falluja,Anbar,33.36331,43.79408,0.16,23.6,10,320,13-Apr-17,Erbil
Al-andalus,Falluja,Anbar,33.34766,43.76473,0.096,18.1,25,400,13-Apr-17,Erbil
Al-bazara,Falluja,Anbar,33.35261,43.76542,0.119,34.3,60,210,13-Apr-17,Erbil
Albu Aifan,Falluja,Anbar,33.30283,43.75142,0.194,34.3,39,160,13-Apr-17,Erbil
Albu Khalifa,Falluja,Anbar,33.42965,43.94586,0,12.1,50,62,13-Apr-17,Erbil
Albu Khanfar,Falluja,Anbar,33.45235,43.84765,0.102,24,10,162,13-Apr-17,Erbil
Albu Udah,Falluja,Anbar,33.410513,43.861687,0.301,34.3,64,125,13-Apr-17,Erbil
Al-Falahat,Falluja,Anbar,33.34191,43.65869,0.301,34.3,32,321,13-Apr-17,Erbil
Al-jamhuriya,Falluja,Anbar,33.35352,43.77534,0.208,25.7,40,625,13-Apr-17,Erbil
Al-Julan,Falluja,Anbar,33.36246,43.76304,0.468,0.339,23.6,207,13-Apr-17,Erbil
Al-muatasem,Falluja,Anbar,33.35532,43.76424,0.462,0.184,29.3,340,13-Apr-17,Erbil
Al-shahabi-1,Falluja,Anbar,33.386118,43.90437,0.16,23.6,10,83,13-Apr-17,Erbil
Al-shahabi-2,Falluja,Anbar,33.384628,43.876577,0.096,18.1,25,72,13-Apr-17,Erbil
Al-waheda,Falluja,Anbar,33.35588,43.78032,0.119,34.3,60,269,13-Apr-17,Erbil
Al-Zuwayiah,Falluja,Anbar,33.33651,43.74931,0.285,0,29.6,210,13-Apr-17,Erbil
Door Al Sikik Area,Falluja,Anbar,33.36566,43.77157,0.275,0.058,12,290,13-Apr-17,Erbil
Halabsa-Al karma,Falluja,Anbar,33.406428,43.923875,0.269,0.29,23.6,45,13-Apr-17,Erbil
Halabsa-Falluja,Falluja,Anbar,33.33719,43.70978,0.263,0,10.6,210,13-Apr-17,Erbil
Muallimeen-2,Falluja,Anbar,33.36381,43.78028,0.263,0,10.5,400,13-Apr-17,Erbil
Nazal,Falluja,Anbar,33.34535,43.78343,0.119,34.3,60,199,13-Apr-17,Erbil
Qaryat Albu Hadid Al-Nasir,Falluja,Anbar,33.391424,43.832223,0.285,0,29.6,88,13-Apr-17,Erbil
subihat,Falluja,Anbar,33.36856,43.95863,0.275,0.058,12,144,13-Apr-17,Erbil
Hay Al-Resala,Falluja,Anbar,33.34092,43.76775,0.269,0.29,23.6,167,13-Apr-17,Erbil
Hay Al Askari,Falluja,Anbar,33.36152,43.80445,0.263,0,10.6,710,13-Apr-17,Erbil
Hay Al Dhubbat,Falluja,Anbar,33.35742,43.79502,0.292,0,13.3,410,13-Apr-17,Erbil
Al Jaghify Al Thaniya,Falluja,Anbar,33.37497,43.80186,0.288,0,9.7,90,13-Apr-17,Erbil
Hay Al Shuhadaa,Falluja,Anbar,33.32251,43.79389,0.285,0,29.6,278,13-Apr-17,Erbil
Albu Hayat,Haditha,Anbar,34.00681,42.42376,0.275,0.058,12,42,13-Apr-17,Erbil
Al-Mutanabi,Haditha,Anbar,34.08058,42.36341,2.328,0.184,29.3,75,13-Apr-17,Erbil
Haqlaniyah-Al shuhadaa,Haditha,Anbar,34.086067,42.362759,2.276,0.451,29.3,198,13-Apr-17,Erbil
Hay Al Haqlaniyah Qadim,Haditha,Anbar,34.086398,42.369182,2.116,0.218,26.4,24,13-Apr-17,Erbil
Hay Al Rifay,Haditha,Anbar,34.140894,42.37901,1.69,0.134,25.5,119,13-Apr-17,Erbil
Hay K 28,Haditha,Anbar,34.07293,42.365861,1.585,0.37,37.8,56,13-Apr-17,Erbil
Al Baker,Heet,Anbar,33.649721,42.829619,1.585,0.203,26.4,85,13-Apr-17,Erbil
Al Salkah,Heet,Anbar,33.64135,42.82839,1.516,0.087,23.8,23,13-Apr-17,Erbil
Al-Sikak,Heet,Anbar,33.62969,42.81894,1.514,0,32,64,13-Apr-17,Erbil
Basair,Heet,Anbar,33.64894,42.80522,1.504,0.134,25.5,35,13-Apr-17,Erbil
Hay Al Farouq,Heet,Anbar,33.589885,42.61865,1.501,0,30,190,13-Apr-17,Erbil
Hay al Jury,Heet,Anbar,33.64071,42.82203,1.495,0.127,27.3,102,13-Apr-17,Erbil
Hay Al Mamoun,Heet,Anbar,33.594891,42.613263,1.489,0.451,29.3,218,13-Apr-17,Erbil
Hay Al-Jabal,Heet,Anbar,33.63838,42.81794,1.484,0.345,27.3,54,13-Apr-17,Erbil
Hay Al-jamyah 2,Heet,Anbar,33.62961,42.84571,1.474,0,29.6,189,13-Apr-17,Erbil
Hay Al-Qadisiyah,Heet,Anbar,33.63609,42.83666,1.473,0.124,23.8,139,13-Apr-17,Erbil
Hay Al-Quds,Heet,Anbar,33.87776,42.52977,1.472,0.184,29.3,82,13-Apr-17,Erbil
Mualmeen,Heet,Anbar,33.64295,42.81265,1.469,0.153,34.3,132,13-Apr-17,Erbil
The first jamaiya,Heet,Anbar,33.63193,42.83962,1.453,0.345,27.3,96,13-Apr-17,Erbil
Hay Al-Askari,Heet,Anbar,33.59059,42.61596,1.436,0.081,12.1,49,13-Apr-17,Erbil
5 Kilo,Ramadi,Anbar,33.42105,43.24572,1.433,0.396,34.3,79,13-Apr-17,Erbil
7 Killo-al-mojamaa al-sakany,Ramadi,Anbar,33.41408,43.19143,1.403,0.301,34.3,136,13-Apr-17,Erbil
Al Sajariyah,Ramadi,Anbar,33.43893,43.38447,1.402,0.271,34.3,217,13-Apr-17,Erbil
Al Shuqaq Al Bidh,Ramadi,Anbar,33.41628,43.26957,1.396,0.301,34.3,389,13-Apr-17,Erbil
Al Sofeya,Ramadi,Anbar,33.43646,43.32301,1.357,0.088,22.6,142,13-Apr-17,Erbil
Al-Ankor,Ramadi,Anbar,33.374498,42.847052,1.348,0,32,451,13-Apr-17,Erbil
Al-Jeraishi,Ramadi,Anbar,33.46556,43.279261,1.348,0.184,29.3,293,13-Apr-17,Erbil
Hay Al Akrad,Ramadi,Anbar,33.41856,43.28011,1.344,0.323,27.3,120,13-Apr-17,Erbil
Husaibah Al-Sharqiah,Ramadi,Anbar,33.41972,43.43349,1.338,0.178,23.8,36,13-Apr-17,Erbil
Qadisiya-1,Ramadi,Anbar,33.41333,43.27681,1.337,0.207,29.6,261,13-Apr-17,Erbil
Qadisiya-2,Ramadi,Anbar,33.41217,43.04378,1.317,0.045,24,371,13-Apr-17,Erbil
Warar,Ramadi,Anbar,33.43402,43.27549,1.314,0.119,34.3,280,13-Apr-17,Erbil
Al Aadil,Ramadi,Anbar,33.41405,43.30549,1.313,0,32,165,13-Apr-17,Erbil
Al Katanah,Ramadi,Anbar,33.42931,43.306041,1.311,0.356,34.3,82,13-Apr-17,Erbil
Al-Shareka,Ramadi,Anbar,33.42922,43.31223,1.31,0.119,34.3,570,13-Apr-17,Erbil
Hay Al Mal'ab,Ramadi,Anbar,33.42225,43.32078,1.308,0.146,28.2,491,13-Apr-17,Erbil
Hay 8 Shbbat,Ramadi,Anbar,33.42211,43.26229,1.307,0,30,146,13-Apr-17,Erbil
Hay Al Dawajin,Ramadi,Anbar,33.42033,43.27285,1.304,0.215,29.6,236,13-Apr-17,Erbil
Al Dhubat 2,Ramadi,Anbar,33.41296,43.32301,1.297,0.345,27.3,389,13-Apr-17,Erbil
Al Hooz,Ramadi,Anbar,33.42189,43.29001,1.295,0.233,37.8,265,13-Apr-17,Erbil
Hay 30 Tamooz,Ramadi,Anbar,33.41583,43.27322,1.28,0.218,26.4,150,13-Apr-17,Erbil
Al Lajeen,Ramadi,Anbar,33.415473,43.220742,1.271,0.192,25.7,190,13-Apr-17,Erbil
Maskor village ,Abu Ghraib,Baghdad,33.3612,43.9933,1.27,0.29,23.6,19,13-Apr-17,Erbil
Al shaneter village,Abu Ghraib,Baghdad,33.20774835,43.97178776,1.269,0.238,28.2,100,13-Apr-17,Erbil
Faheel Am Al Jaeer village ,Mahmoudiya,Baghdad,32.9908,44.176,1.264,0.192,25.7,120,13-Apr-17,Erbil
Arab jasam village ,Mahmoudiya,Baghdad,33.04547159,44.20015211,1.257,0.451,29.3,24,13-Apr-17,Erbil
Shbesha Village ,Mahmoudiya,Baghdad,33.02912152,44.21262887,1.253,0.119,34.3,8,13-Apr-17,Erbil
Hay Al Shuhada(Al kragolyia),Mahmoudiya,Baghdad,33.06423,44.23317,1.246,0.058,12,99,13-Apr-17,Erbil
Al bu Khdear village ,Mahmoudiya,Baghdad,33.03592274,44.18029759,1.238,0,12,10,13-Apr-17,Erbil
Abu Lahya(Al kragolyia),Mahmoudiya,Baghdad,33.0453218,44.19544575,1.237,0,10.6,20,13-Apr-17,Erbil
Mansouriyat Al Gabal,Al-Khalis,Diyala,34.08092227,44.95318428,1.237,0.37,37.8,20,13-Apr-17,Erbil
Albo Awad Village(Albo Khaial),Al-Khalis,Diyala,34.36102611,44.57064977,1.234,0.087,25.7,15,13-Apr-17,Erbil
Al Israa Qtr,Khanaqin,Diyala,34.18836241,45.11896286,1.233,0,34.5,5,13-Apr-17,Erbil
Alkhadra Qtr,Khanaqin,Diyala,34.28849922,45.16083719,1.23,0.16,18.1,9,13-Apr-17,Erbil
Al Salaam Qtr,Khanaqin,Diyala,34.17752383,45.12127834,1.222,0.37,37.8,15,13-Apr-17,Erbil
Al Shuhada Qtr,Khanaqin,Diyala,34.2794886,45.16793514,1.216,0.298,29.9,5,13-Apr-17,Erbil
Al Jamahir Qtr,Khanaqin,Diyala,34.27707562,45.16680181,1.203,0.119,34.3,15,13-Apr-17,Erbil
Al-Khadraa Qtr,Khanaqin,Diyala,34.1864263,45.11497819,1.202,0.071,13.6,2,13-Apr-17,Erbil
Al Wehdaa Qtr,Khanaqin,Diyala,34.26736782,45.16158867,1.196,0,30,20,13-Apr-17,Erbil
Kezkan,Al-Hamdaniya,Ninewa,36.209585,43.526522,1.188,0.124,25.5,155,13-Apr-17,Erbil
Majediay,Al-Hamdaniya,Ninewa,36.192744,43.559347,1.184,0.058,12,103,13-Apr-17,Erbil
Tal Al-Laban,Al-Hamdaniya,Ninewa,36.20844,43.537964,1.183,0.271,34.3,300,13-Apr-17,Erbil
Wardak,Al-Hamdaniya,Ninewa,36.183857,43.538723,1.161,0,32,240,13-Apr-17,Erbil
Kharabat sultan village,Al-Hamdaniya,Ninewa,36.214646,43.44986,1.153,0.105,13.3,7,13-Apr-17,Erbil
Qarqashah Village,Al-Hamdaniya,Ninewa,36.190206,43.472752,1.152,0.179,29.3,20,13-Apr-17,Erbil
Qretakh Village,Al-Hamdaniya,Ninewa,36.169773,43.482877,1.131,0.233,37.8,5,13-Apr-17,Erbil
Tobzawa Village,Mosul,Ninewa,36.3861,43.3522,1.109,0.146,22.2,20,13-Apr-17,Erbil
Al-Alfaf complex,Mosul,Ninewa,36.4865252,43.4297129,1.105,0.345,27.3,10,13-Apr-17,Erbil
Maghara,Mosul,Ninewa,36.49313705,43.42402137,1.105,0.039,34.5,10,13-Apr-17,Erbil
Al-Qayyarah Center,Mosul,Ninewa,35.7976,43.2932,1.104,0.137,29.3,250,13-Apr-17,Erbil
Bazwaya,Mosul,Ninewa,36.368735,43.294915,1.101,0.194,34.3,4,13-Apr-17,Erbil
Al Haj Ali,Mosul,Ninewa,35.738433,43.313799,1.095,0.37,37.8,1500,13-Apr-17,Erbil
Khubatah Village,Mosul,Ninewa,35.8287,43.3271,1.095,0.119,34.3,140,13-Apr-17,Erbil
Al-Ausaja Village,Mosul,Ninewa,35.7839,43.3097,1.084,0.301,34.3,48,13-Apr-17,Erbil
Makkuk Village,Mosul,Ninewa,35.8383,43.3297,1.081,0.146,28.2,300,13-Apr-17,Erbil
AL-Jadah Village,Mosul,Ninewa,35.746665,43.280245,1.075,0.102,24,160,13-Apr-17,Erbil
Tlul Nasir Village,Mosul,Ninewa,35.943519,43.318931,1.073,0.109,22.2,10,13-Apr-17,Erbil
Kokjali,Mosul,Ninewa,36.36460653,43.25345165,1.065,0.145,28.2,150,13-Apr-17,Erbil
Ain Hilwa Upper,Telafar,Ninewa,36.60537426,42.62355125,1.056,0,16.4,15,13-Apr-17,Erbil
Al-Khadhra area,Al-Daur,Salah al-Din,34.47699758,43.79074065,1.051,0.058,12,95,13-Apr-17,Erbil
Al Asriyah village,Al-Daur,Salah al-Din,34.46089339,43.84258054,1.045,0.218,26.4,46,13-Apr-17,Erbil
Al Mujammaa Al Sakani,Al-Daur,Salah al-Din,34.40730847,43.79371673,1.044,0.271,34.3,370,13-Apr-17,Erbil
Hay Abu Dalaf,Al-Daur,Salah al-Din,34.45569217,43.79793786,1.038,0.064,23.8,82,13-Apr-17,Erbil
Hay Al Aboor,Al-Daur,Salah al-Din,34.46474689,43.79123451,1.018,0.271,34.3,119,13-Apr-17,Erbil
Hay Al Askri,Al-Daur,Salah al-Din,34.46264848,43.7951005,1.018,0.137,29.3,135,13-Apr-17,Erbil
Hay Al Mahad,Al-Daur,Salah al-Din,34.45656032,43.80564753,1.006,0.282,12.1,50,13-Apr-17,Erbil
Hay Al Sharqiyah,Al-Daur,Salah al-Din,34.45350793,43.79186232,1.003,0,13.3,67,13-Apr-17,Erbil
Hay Tal Al Banat,Al-Daur,Salah al-Din,34.44623168,43.79742145,0.993,0,30,106,13-Apr-17,Erbil
Hay Al Qadisiah,Al-Daur,Salah al-Din,34.47331315,43.79128573,0.992,0.137,29.3,43,13-Apr-17,Erbil
Al Fajir village(Al Tasni),Al-Shirqat,Salah al-Din,35.440358,43.219168,0.974,0.29,23.6,39,13-Apr-17,Erbil
Al Khasim Al-Jaded village-Al qlisat,Al-Shirqat,Salah al-Din,35.474213,43.23914,0.96,0.105,13.3,18,13-Apr-17,Erbil
Hay Al Jumiala,Al-Shirqat,Salah al-Din,35.49850018,43.23707543,0.958,0,30,87,13-Apr-17,Erbil
Al Khadraniyah,Al-Shirqat,Salah al-Din,35.610806,43.245242,0.957,0.167,34.5,21,13-Apr-17,Erbil
Al Khanuga village,Al-Shirqat,Salah al-Din,35.392522,43.259435,0.951,0,34.5,32,13-Apr-17,Erbil
Baaja,Al-Shirqat,Salah al-Din,35.538307,43.224873,0.95,0.124,23.8,79,13-Apr-17,Erbil
Hay Al Askari,Al-Shirqat,Salah al-Din,35.5130672,43.23901244,0.942,0,32,66,13-Apr-17,Erbil
Hay Al Qasbah,Al-Shirqat,Salah al-Din,35.52042716,43.2369996,0.939,0.134,25.5,88,13-Apr-17,Erbil
Huriyah al jazerah-Al-Aboud,Al-Shirqat,Salah al-Din,35.56136462,43.22312763,0.939,0,22.2,16,13-Apr-17,Erbil
Qaryat Al Sabkha,Al-Shirqat,Salah al-Din,35.468225,43.244653,0.934,0.151,12.1,53,13-Apr-17,Erbil
Tal Al Jumiala area,Al-Shirqat,Salah al-Din,35.51099936,43.2354059,0.929,0,22.6,156,13-Apr-17,Erbil
Al-Horya Al-Qadema village,Al-Shirqat,Salah al-Din,35.5881028,43.24088111,0.925,0.039,34.5,38,13-Apr-17,Erbil
Al-Qalaa Village,Al-Shirqat,Salah al-Din,35.46146289,43.25200723,0.92,0.087,23.8,25,13-Apr-17,Erbil
Hay Al-Khasim Al-Qadem village,Al-Shirqat,Salah al-Din,35.48115044,43.2428438,0.915,0.241,34.5,69,13-Apr-17,Erbil
Al-Qudus,Al-Shirqat,Salah al-Din,35.53707426,43.22870509,0.908,0.039,34.5,22,13-Apr-17,Erbil
Al-Swedan Village,Al-Shirqat,Salah al-Din,35.62239591,43.24068981,0.906,0.301,34.3,35,13-Apr-17,Erbil
Hay Al-Baladyat,Al-Shirqat,Salah al-Din,35.53498094,43.2234279,0.901,0.167,34.5,40,13-Apr-17,Erbil
Hay Tal Baajah,Al-Shirqat,Salah al-Din,35.52287584,43.22930364,0.899,0.096,18.1,55,13-Apr-17,Erbil
Al-Ayitha Village,Al-Shirqat,Salah al-Din,35.63072386,43.22592306,0.891,0.137,18.1,17,13-Apr-17,Erbil
Al-Musehly Village,Al-Shirqat,Salah al-Din,35.40670733,43.21332768,0.884,0.194,34.3,23,13-Apr-17,Erbil
Hay Al-noor,Al-Shirqat,Salah al-Din,35.49564536,43.24144187,0.883,0.345,27.3,31,13-Apr-17,Erbil
Al-Jafr Al-Har village,Al-Shirqat,Salah al-Din,35.341249,43.27221,0.879,0.301,34.3,20,13-Apr-17,Erbil
Qaryat Al Sareen,Baiji,Salah al-Din,34.872193,43.520938,0.868,0.184,29.3,150,13-Apr-17,Erbil
Albu Tuama Village,Baiji,Salah al-Din,34.8201873,43.5295816,0.867,0,30,931,13-Apr-17,Erbil
Al Hamra village,Baiji,Salah al-Din,34.75922381,43.601933,0.866,0,34.5,50,13-Apr-17,Erbil
Al Hejaj Village-13,Baiji,Salah al-Din,34.84794823,43.51412586,0.853,0.16,23.6,1908,13-Apr-17,Erbil
Albu Jewari,Balad,Salah al-Din,34.05807534,44.21782195,0.847,0.096,18.1,14,13-Apr-17,Erbil
Al-Juboor Village,Balad,Salah al-Din,34.0233559,44.212505,0.843,0.119,34.3,83,13-Apr-17,Erbil
Al Sayoya-Mahala 1,Samarra,Salah al-Din,34.07836424,44.0544002,0.842,0.194,34.3,11,13-Apr-17,Erbil
Al-Abasiya Village,Samarra,Salah al-Din,34.30909821,43.77992037,0.837,0,12.1,8,13-Apr-17,Erbil
Al-Tresha-Albu Shatb,Samarra,Salah al-Din,34.0753838,44.0893379,0.836,0.102,24,12,13-Apr-17,Erbil
Mahalla Makeshfa,Samarra,Salah al-Din,34.36851895,43.7519544,0.824,0.151,12.1,23,13-Apr-17,Erbil
Al Ahad Al Jadid village,Tikrit,Salah al-Din,34.72004017,43.69731076,0.812,0.087,25.7,38,13-Apr-17,Erbil
Hay Al Askari,Tikrit,Salah al-Din,34.6864536,43.7163503,0.811,0.167,34.5,29,13-Apr-17,Erbil
Al Haweja village-AlAbady,Tikrit,Salah al-Din,34.70664738,43.68407202,0.806,0.047,32,19,13-Apr-17,Erbil
Al khuzamiya Village,Tikrit,Salah al-Din,34.770133,43.642804,0.804,0.153,34.3,20,13-Apr-17,Erbil
Ellmeabdi Al Shemaliya Village,Tikrit,Salah al-Din,34.774034,43.890529,0.801,0.192,25.7,14,13-Apr-17,Erbil
Hay Al Asry Al Jadid-404,Tikrit,Salah al-Din,34.60299367,43.67718863,0.799,0.192,25.7,55,13-Apr-17,Erbil
Hay Al sinay-Al samad,Tikrit,Salah al-Din,34.71278936,43.71913112,0.792,0.271,34.3,200,13-Apr-17,Erbil
Sadayrat Abo Ajeel,Tikrit,Salah al-Din,34.60252484,43.72255932,0.779,0.271,34.3,307,13-Apr-17,Erbil
Qadisya 2 500 Area,Tikrit,Salah al-Din,34.65833909,43.65228759,0.778,0,24,300,13-Apr-17,Erbil
Al-Mutaradah 204,Tikrit,Salah al-Din,34.62745128,43.66986475,0.776,0,30,200,13-Apr-17,Erbil
Al-Shahama Village,Tikrit,Salah al-Din,34.693583,43.625877,0.774,0.134,25.5,11,13-Apr-17,Erbil
Hammad Shihab,Tikrit,Salah al-Din,34.700996,43.61655,0.773,0,24,13,13-Apr-17,Erbil
Al Karama Village,Tikrit,Salah al-Din,34.69029787,43.62441,0.769,0.238,28.2,4,13-Apr-17,Erbil
Al Mahzam village,Tikrit,Salah al-Din,34.72576421,43.63827766,0.761,0.192,25.7,61,13-Apr-17,Erbil
Al Safiya village,Tikrit,Salah al-Din,34.69406859,43.61725638,0.761,0.345,27.3,8,13-Apr-17,Erbil
Al Zallayah village,Tikrit,Salah al-Din,34.45798508,43.72672328,0.76,0.271,34.3,225,13-Apr-17,Erbil
Hay Al Anwaa Mahala 420,Tikrit,Salah al-Din,34.573702,43.6828547,0.76,0.301,34.3,140,13-Apr-17,Erbil
Hay Alarbaen,Tikrit,Salah al-Din,34.5934169,43.67752931,0.757,0.301,34.3,112,13-Apr-17,Erbil
Al Baladiyat-402,Tikrit,Salah al-Din,34.61173746,43.67375893,0.749,0.208,25.7,117,13-Apr-17,Erbil
Hay Aljamiyaa,Tikrit,Salah al-Din,34.595911,43.67360203,0.743,0.109,22.2,289,13-Apr-17,Erbil
Hay Al Mualimeen-406,Tikrit,Salah al-Din,34.60051117,43.67569827,0.742,0.241,34.5,229,13-Apr-17,Erbil
Hay Al Zuhour-422,Tikrit,Salah al-Din,34.5875201,43.6731814,0.742,0.058,12,377,13-Apr-17,Erbil
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.736,0,24,285,13-Apr-17,Erbil
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.719,0.194,34.3,800,13-Apr-17,Erbil
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0.717,0.192,25.7,503,13-Apr-17,Erbil
Uwainat,Tikrit,Salah al-Din,34.47276123,43.73420029,0.713,0.071,13.6,96,13-Apr-17,Erbil
Hay Aldiuom,Tikrit,Salah al-Din,34.60058227,43.65346668,0.71,0,29.3,122,13-Apr-17,Erbil
Hay Alziraa,Tikrit,Salah al-Din,34.5849295,43.6825414,0.703,0,9.7,38,13-Apr-17,Erbil
Hay 100 dar,Tikrit,Salah al-Din,34.58267792,43.68829058,0.702,0.151,12.1,103,13-Apr-17,Erbil
Hay Alkahrbaa,Tikrit,Salah al-Din,34.60775855,43.66877785,0.698,0.271,34.3,22,13-Apr-17,Erbil
Hay Alfirdous,Tikrit,Salah al-Din,34.58980145,43.66485212,0.69,0.146,28.2,72,13-Apr-17,Erbil
Hay Al-Tajneed,Tikrit,Salah al-Din,34.58197342,43.67832992,0.687,0,23.5,57,13-Apr-17,Erbil
Hay Al Dhubbat,Tikrit,Salah al-Din,34.63305736,43.6672868,0.685,0.298,29.9,235,13-Apr-17,Erbil
Hay Al-Sikak,Tikrit,Salah al-Din,34.59666671,43.67356243,0.684,0.053,18.1,95,13-Apr-17,Erbil
Al-Dibsa Village,Tikrit,Salah al-Din,34.6358675,43.7038665,0.677,0.247,29.9,50,13-Apr-17,Erbil
Sabea Al Buor-7000,Kadhimia,Baghdad,33.45078626,44.15044676,0.674,0.089,41.9,8,13-Apr-17,Kerbala
